,CustomerID,City,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason
5713,7349-ALMUX,Rancho Cucamonga,34.10097,-117.57882,Male,No,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,No,0,27,3183,
5714,6502-KUGLL,El Monte,34.074492,-118.01462,Female,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,0,26,5723,
5715,1841-YSJGV,South El Monte,34.04622,-118.053753,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,No,0,59,6258,
5716,3511-BFTJW,Glendora,34.119363,-117.855059,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,No,0,58,4710,
5717,7668-XCFYV,Glendora,34.14649,-117.849815,Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,No,0,23,3689,
5718,5018-HEKFO,Rowland Heights,33.976753,-117.897367,Female,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,No,0,78,5594,
5719,2923-ARZLG,La Verne,34.144703,-117.770299,Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,,No,0,69,4890,
5720,3976-NLDEZ,Mira Loma,33.999992,-117.535395,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,No,0,52,5370,
5721,2282-YGNOR,Monterey Park,34.050322,-118.147037,Female,No,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,No,0,63,2810,
5722,5336-UFNZP,Monterey Park,34.049172,-118.115022,Female,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,0,32,6211,
5723,6854-EXGSF,Mt Baldy,34.231318,-117.662032,Female,No,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,No,0,38,3033,
5724,1241-EZFMJ,Ontario,34.035602,-117.591528,Male,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,No,0,41,6015,
5725,9233-PSYHO,Ontario,34.057256,-117.667677,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,No,0,21,2636,
5726,5376-PCKNB,Montclair,34.072121,-117.698319,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,No,0,29,4750,
5727,8044-BGWPI,Ontario,34.074087,-117.605618,Male,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,No,0,40,5209,
5728,4060-LDNLU,Diamond Bar,33.992416,-117.807874,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,No,0,38,4329,
5729,3589-PPVKW,Pomona,34.042286,-117.756106,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15,No,0,31,5457,
5730,5887-IKKYO,Pomona,34.067932,-117.785168,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,No,0,49,4777,
5731,1755-RMCXH,San Dimas,34.102119,-117.815532,Male,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,No,0,38,5113,
5732,3858-XHYJO,San Gabriel,34.089927,-118.095645,Female,No,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,No,0,41,4078,
5733,4299-SIMNS,Temple City,34.101608,-118.055848,Male,No,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No,0,68,4544,
5734,7025-IWFHT,Upland,34.141146,-117.655583,Male,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,No,0,66,5549,
5735,6261-LHRTG,Upland,34.105493,-117.660934,Female,No,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,No,0,23,4020,
5736,7841-FCRQD,Walnut,34.018354,-117.85492,Female,No,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,No,0,49,3160,
5737,2056-EVGZL,West Covina,34.066964,-117.937007,Male,No,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,No,0,39,4437,
5738,8777-MBMTS,West Covina,34.061634,-117.893169,Female,Yes,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,No,0,80,4872,
5739,7753-USQYQ,West Covina,34.024405,-117.898722,Male,No,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,No,0,40,5151,
5740,7661-CPURM,Alhambra,34.074736,-118.145959,Male,No,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,No,0,78,4446,
5741,6233-HXJMX,Alpine,32.827184,-116.703729,Female,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,No,0,32,5470,
5742,5902-WBLSE,Bonita,32.67117,-117.00232,Female,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,No,0,67,5219,
5743,3239-TPHPZ,Chula Vista,32.636792,-117.054989,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,264.55,No,0,74,5453,
5744,5115-GZDEL,Chula Vista,32.607964,-117.059459,Male,No,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,No,0,25,5592,
5745,3338-CVVEH,Chula Vista,32.64164,-116.985026,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,0,25,5674,
5746,2615-YVMYX,Chula Vista,32.605012,-116.97595,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,No,0,64,5775,
5747,2851-STERV,Descanso,32.912664,-116.635387,Male,Yes,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,No,0,59,2715,
5748,4393-GEADV,Dulzura,32.622999,-116.687855,Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,No,0,72,5035,
5749,8486-AYEQH,Guatay,32.857946,-116.561917,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,No,0,63,2421,
5750,5419-JKZNQ,La Mesa,32.759327,-116.99726,Male,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,No,0,49,2009,
5751,2495-KZNFB,La Mesa,32.782501,-117.01611,Female,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,0,44,4460,
5752,1409-PHXTF,Lemon Grove,32.733564,-117.033713,Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,0,77,4425,
5753,4560-WQAQW,Mount Laguna,32.830852,-116.444601,Female,No,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,0,29,4244,
5754,9591-YVTEB,National City,32.67102,-117.095235,Male,Yes,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,0,49,5829,
5755,9309-BZGNT,Pine Valley,32.800671,-116.483363,Male,Yes,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,0,43,5681,
5756,4274-DRSQT,Potrero,32.619465,-116.593605,Female,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,0,27,5868,
5757,2027-DNKIV,Spring Valley,32.726627,-116.994608,Male,No,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,No,0,31,3483,
5758,8075-GXIUB,Spring Valley,32.730264,-116.950963,Male,Yes,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,No,0,59,5601,
5759,2885-HIJDH,Tecate,32.587557,-116.636816,Male,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,0,49,4667,
5760,5424-RLQLC,Bonsall,33.290907,-117.202895,Male,No,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,0,20,2385,
5761,6507-DTJZV,Cardiff By The Sea,33.015866,-117.272254,Male,No,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,0,43,3660,
5762,7673-BQGKU,Carlsbad,33.098018,-117.258203,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,No,0,23,4554,
5763,6723-WSNTY,Del Mar,32.948262,-117.256086,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,0,35,5360,
5764,2725-IWWBA,El Cajon,32.79697,-116.969082,Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,0,44,4258,
5765,1061-PNTHC,Encinitas,33.054579,-117.25665,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,No,0,67,5012,
5766,0394-YONDK,Escondido,33.081478,-117.033814,Male,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,No,0,39,5114,
5767,6574-MCOEH,Escondido,33.21846,-117.116916,Female,No,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,0,73,3555,
5768,7399-QHBJS,Escondido,33.141265,-116.967221,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,No,0,65,6063,
5769,0997-YTLNY,Escondido,33.079834,-117.134275,Female,No,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,0,74,3749,
5770,9479-HYNYL,La Jolla,32.853743,-117.25034,Female,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,0,24,5617,
5771,9708-KFDBY,Oceanside,33.351059,-117.420557,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,No,0,28,4801,
5772,3642-GKTCT,Oceanside,33.254497,-117.285879,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,0,53,4785,
5773,0774-RMNUW,Pala,33.384345,-117.072619,Female,No,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,0,63,6420,
5774,1334-PDUKM,Palomar Mountain,33.309852,-116.823091,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,0,39,4480,
5775,0756-MPZRL,Pauma Valley,33.313828,-116.940501,Male,No,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,No,0,22,3007,
5776,2242-MFOTG,Poway,32.984395,-117.013454,Male,No,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,0,54,3957,
5777,2927-CVULT,Ramona,33.044541,-116.833922,Female,No,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,0,43,4190,
5778,2144-BFDSO,Ranchita,33.215251,-116.53633,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,0,54,5211,
5779,8745-PVESG,Rancho Santa Fe,33.012751,-117.200617,Female,No,No,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,0,41,5281,
5780,7647-GYYKX,San Marcos,33.162624,-117.170863,Female,No,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,0,79,5646,
5781,5647-FXOTP,Santa Ysabel,33.174725,-116.743329,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,0,40,5084,
5782,9700-ISPUP,Valley Center,33.25283,-116.986079,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,0,44,3137,
5783,9839-ETQOE,Vista,33.17494,-117.242761,Male,No,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,0,72,3176,
5784,6078-VESFR,Vista,33.22784,-117.200024,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,0,53,5225,
5785,9027-TMATR,Warner Springs,33.323705,-116.626907,Female,No,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,0,24,3972,
5786,1941-HOSAM,San Diego,32.72523,-117.171346,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,0,47,4142,
5787,9110-HSGTV,San Diego,32.716007,-117.117462,Female,No,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,0,80,4631,
5788,0704-VCUMB,San Diego,32.747484,-117.166877,Female,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,No,0,55,5974,
5789,6171-ZTVYB,San Diego,32.741499,-117.127409,Male,No,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,0,29,2168,
5790,1935-IMVBB,San Diego,32.741852,-117.243453,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,0,49,5955,
5791,2535-PBCGC,San Diego,32.774046,-117.142454,Female,No,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,0,30,4858,
5792,1470-PSXNM,San Diego,32.76501,-117.19938,Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,0,65,5542,
5793,2498-XLDZR,San Diego,32.697098,-117.116587,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,0,42,4343,
5794,9866-OCCKE,San Diego,32.707892,-117.05512,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,0,34,6010,
5795,5338-YHWYT,San Diego,32.762506,-117.07245,Male,No,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,0,77,5447,
5796,7718-UPSKJ,San Diego,32.765299,-117.122565,Female,No,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,0,26,4328,
5797,8731-WBBMB,San Diego,32.825086,-117.199424,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,0,55,3350,
5798,1448-CYWKC,Coronado,32.68674,-117.186612,Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,No,0,59,4605,
5799,7901-IIDQV,San Diego,32.802959,-117.027095,Male,No,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,No,0,51,3398,
5800,2690-DVRVK,San Diego,32.807867,-117.060993,Male,No,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,No,0,54,3629,
5801,1270-XKUCC,San Diego,32.85723,-117.209774,Female,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,No,0,38,5045,
5802,0334-ZFJSR,San Diego,32.808814,-117.134694,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,No,0,68,5501,
5803,5583-EJXRD,San Diego,33.017518,-117.118456,Male,No,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,No,0,68,4896,
5804,4565-EVZMJ,San Diego,33.000269,-117.072093,Female,No,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,No,0,40,5774,
5805,3327-YBAKM,San Diego,32.89325,-117.087091,Female,No,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,6314.35,No,0,55,5369,
5806,9441-QHEVC,San Diego,32.677716,-117.047666,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,0,30,2091,
5807,6705-LNMDD,San Diego,32.578103,-117.012975,Male,No,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,No,0,46,5741,
5808,2580-ASVVY,San Ysidro,32.555828,-117.040073,Female,No,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,No,0,33,4051,
5809,3370-GQEAL,Indio,33.713891,-116.237257,Male,No,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,No,0,21,3409,
5810,5032-USPKF,Indio,33.752938,-116.230055,Female,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,0,78,2604,
5811,4254-QPEDE,Banning,33.936298,-116.849577,Female,No,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No,0,23,4275,
5812,6283-GITPX,Beaumont,33.946982,-116.977672,Male,No,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,0,26,4633,
5813,0771-CHWSK,Brawley,33.03933,-115.191857,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,No,0,78,4838,
5814,9788-HNGUT,Cabazon,33.929812,-116.76058,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,No,0,78,5949,
5815,9495-REDIY,Calexico,32.690654,-115.431225,Male,No,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,No,0,29,5079,
5816,5375-XLDOF,Calipatria,33.143826,-115.497485,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,No,0,51,6082,
5817,1172-VIYBP,Cathedral City,33.829583,-116.474131,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,3686.05,No,0,22,4975,
5818,6559-PDZLR,Desert Center,33.889605,-115.257009,Male,No,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537.0,No,0,62,4191,
5819,8992-OBVDG,Desert Hot Springs,33.948558,-116.516976,Male,No,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,1393.6,No,0,63,2926,
5820,4273-MBHYA,Desert Hot Springs,33.832799,-116.250973,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,No,0,38,2432,
5821,4724-WXVWF,Earp,34.137742,-114.36514,Male,No,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,No,0,33,4334,
5822,5701-GUXDC,El Centro,32.770393,-115.60915,Female,No,Yes,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,No,0,29,2519,
5823,1460-UZPRJ,Heber,32.730583,-115.501083,Male,No,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1258.15,No,0,72,5971,
5824,6082-GLJIX,Holtville,32.811001,-115.152865,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,331.35,No,0,22,4769,
5825,2495-TTHBQ,La Quinta,33.695532,-116.310571,Female,No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,84.75,No,0,24,5602,
5826,0485-ZBSLN,Mecca,33.543835,-115.993906,Male,No,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1715.1,No,0,39,6263,
5827,3810-PJUHR,Morongo Valley,34.097863,-116.594561,Male,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,1715.15,No,0,69,6059,
5828,0847-HGRML,North Palm Springs,33.906496,-116.569499,Male,No,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,1250.1,No,0,37,4402,
5829,8232-CTLKO,Ocotillo,32.698964,-115.886656,Female,No,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,3996.8,No,0,80,5979,
5830,9227-YBAXE,Palm Desert,33.694501,-116.412711,Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,5215.1,No,0,26,5314,
5831,9860-LISIZ,Palm Springs,33.745746,-116.514215,Female,No,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,673.2,No,0,68,2864,
5832,0112-QAWRZ,Palo Verde,33.3249,-114.758334,Male,No,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,No,0,66,5560,
5833,2786-GCDPI,Pioneertown,34.201108,-116.593456,Female,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,No,0,39,5570,
5834,4043-MKDTV,Rancho Mirage,33.763678,-116.429928,Male,No,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,7291.75,No,0,31,6319,
5835,9229-RQABD,Salton City,33.28156,-115.955541,Male,No,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,424.5,No,0,70,3076,
5836,8313-KTIHG,Thousand Palms,33.849263,-116.382778,Male,No,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,249.4,No,0,58,5281,
5837,5320-BRKGK,Twentynine Palms,34.17211,-115.769773,Female,No,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,No,0,62,4292,
5838,6284-KMNUF,Twentynine Palms,34.457829,-116.139589,Female,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,5270.6,No,0,25,4615,
